item_name,color,category,material,reference_month,color_current,category_current,material_current,avg_current,season_plus_0,season_plus_1,season_plus_2,season_plus_3,season_plus_6,months_until_peak,months_since_peak,sin_month,cos_month,best_timeframe
Silk Dress #02793,green,dress,silk,10,0.264165,0.335118,0.183409,0.260897,0.01109,1.0,0.651753,0.407578,0.268121,1.0,11.0,-0.866025,0.5,next_week
Silk Dress #02794,green,dress,silk,11,0.264165,0.335118,0.183409,0.260897,1.0,0.651753,0.407578,0.246957,0.184838,0.0,0.0,-0.5,0.866025,current
Silk Dress #02795,green,dress,silk,12,0.264165,0.335118,0.183409,0.260897,0.651753,0.407578,0.246957,0.225854,0.177685,11.0,1.0,-0.0,1.0,six_months
Wool Dress #02796,green,dress,wool,1,0.264165,0.335118,0.168642,0.255975,0.170292,0.240098,0.092531,0.009992,0.0,10.0,2.0,0.5,0.866025,six_months
Wool Dress #02797,green,dress,wool,2,0.264165,0.335118,0.168642,0.255975,0.240098,0.092531,0.009992,0.010655,0.0,9.0,3.0,0.866025,0.5,six_months
Wool Dress #02798,green,dress,wool,3,0.264165,0.335118,0.168642,0.255975,0.092531,0.009992,0.010655,0.00839,0.868855,8.0,4.0,1.0,0.0,six_months
Wool Dress #02799,green,dress,wool,4,0.264165,0.335118,0.168642,0.255975,0.009992,0.010655,0.00839,0.0,0.601761,7.0,5.0,0.866025,-0.5,six_months
Wool Dress #02800,green,dress,wool,5,0.264165,0.335118,0.168642,0.255975,0.010655,0.00839,0.0,0.0,1.0,6.0,6.0,0.5,-0.866025,six_months
Wool Dress #02801,green,dress,wool,6,0.264165,0.335118,0.168642,0.255975,0.00839,0.0,0.0,0.868855,0.415741,5.0,7.0,0.0,-1.0,six_months
Wool Dress #02802,green,dress,wool,7,0.264165,0.335118,0.168642,0.255975,0.0,0.0,0.868855,0.601761,0.170292,4.0,8.0,-0.5,-0.866025,three_months
Wool Dress #02803,green,dress,wool,8,0.264165,0.335118,0.168642,0.255975,0.0,0.868855,0.601761,1.0,0.240098,3.0,9.0,-0.866025,-0.5,three_months
Wool Dress #02804,green,dress,wool,9,0.264165,0.335118,0.168642,0.255975,0.868855,0.601761,1.0,0.415741,0.092531,2.0,10.0,-1.0,-0.0,next_month
Wool Dress #02805,green,dress,wool,10,0.264165,0.335118,0.168642,0.255975,0.601761,1.0,0.415741,0.170292,0.009992,1.0,11.0,-0.866025,0.5,next_week
Wool Dress #02806,green,dress,wool,11,0.264165,0.335118,0.168642,0.255975,1.0,0.415741,0.170292,0.240098,0.010655,0.0,0.0,-0.5,0.866025,current
Wool Dress #02807,green,dress,wool,12,0.264165,0.335118,0.168642,0.255975,0.415741,0.170292,0.240098,0.092531,0.00839,11.0,1.0,-0.0,1.0,six_months
Cotton Outerwear #02808,green,outerwear,cotton,1,0.264165,0.222715,0.787792,0.424891,0.729238,0.537318,0.310047,0.319773,0.433465,9.0,3.0,0.5,0.866025,six_months
Cotton Outerwear #02809,green,outerwear,cotton,2,0.264165,0.222715,0.787792,0.424891,0.537318,0.310047,0.319773,0.286498,0.309863,8.0,4.0,0.866025,0.5,six_months
Cotton Outerwear #02810,green,outerwear,cotton,3,0.264165,0.222715,0.787792,0.424891,0.310047,0.319773,0.286498,0.327865,0.589768,7.0,5.0,1.0,0.0,six_months
Cotton Outerwear #02811,green,outerwear,cotton,4,0.264165,0.222715,0.787792,0.424891,0.319773,0.286498,0.327865,0.433465,1.0,6.0,6.0,0.866025,-0.5,six_months
Cotton Outerwear #02812,green,outerwear,cotton,5,0.264165,0.222715,0.787792,0.424891,0.286498,0.327865,0.433465,0.309863,0.842714,5.0,7.0,0.5,-0.866025,six_months
Cotton Outerwear #02813,green,outerwear,cotton,6,0.264165,0.222715,0.787792,0.424891,0.327865,0.433465,0.309863,0.589768,0.638542,4.0,8.0,0.0,-1.0,three_months
Cotton Outerwear #02814,green,outerwear,cotton,7,0.264165,0.222715,0.787792,0.424891,0.433465,0.309863,0.589768,1.0,0.729238,3.0,9.0,-0.5,-0.866025,three_months
Cotton Outerwear #02815,green,outerwear,cotton,8,0.264165,0.222715,0.787792,0.424891,0.309863,0.589768,1.0,0.842714,0.537318,2.0,10.0,-0.866025,-0.5,next_month
Cotton Outerwear #02816,green,outerwear,cotton,9,0.264165,0.222715,0.787792,0.424891,0.589768,1.0,0.842714,0.638542,0.310047,1.0,11.0,-1.0,-0.0,next_week
Cotton Outerwear #02817,green,outerwear,cotton,10,0.264165,0.222715,0.787792,0.424891,1.0,0.842714,0.638542,0.729238,0.319773,0.0,0.0,-0.866025,0.5,current
Cotton Outerwear #02818,green,outerwear,cotton,11,0.264165,0.222715,0.787792,0.424891,0.842714,0.638542,0.729238,0.537318,0.286498,11.0,1.0,-0.5,0.866025,six_months
Cotton Outerwear #02819,green,outerwear,cotton,12,0.264165,0.222715,0.787792,0.424891,0.638542,0.729238,0.537318,0.310047,0.327865,10.0,2.0,-0.0,1.0,six_months
Denim Outerwear #02820,green,outerwear,denim,1,0.264165,0.222715,0.685824,0.390901,0.805616,0.744601,0.789884,0.3759,0.218865,11.0,1.0,0.5,0.866025,six_months
Denim Outerwear #02821,green,outerwear,denim,2,0.264165,0.222715,0.685824,0.390901,0.744601,0.789884,0.3759,0.366318,0.279312,10.0,2.0,0.866025,0.5,six_months
Denim Outerwear #02822,green,outerwear,denim,3,0.264165,0.222715,0.685824,0.390901,0.789884,0.3759,0.366318,0.170826,0.250501,9.0,3.0,1.0,0.0,six_months
Denim Outerwear #02823,green,outerwear,denim,4,0.264165,0.222715,0.685824,0.390901,0.3759,0.366318,0.170826,0.218865,0.15199,8.0,4.0,0.866025,-0.5,six_months
Denim Outerwear #02824,green,outerwear,denim,5,0.264165,0.222715,0.685824,0.390901,0.366318,0.170826,0.218865,0.279312,0.122953,7.0,5.0,0.5,-0.866025,six_months
Denim Outerwear #02825,green,outerwear,denim,6,0.264165,0.222715,0.685824,0.390901,0.170826,0.218865,0.279312,0.250501,1.0,6.0,6.0,0.0,-1.0,six_months
Denim Outerwear #02826,green,outerwear,denim,7,0.264165,0.222715,0.685824,0.390901,0.218865,0.279312,0.250501,0.15199,0.805616,5.0,7.0,-0.5,-0.866025,six_months
Denim Outerwear #02827,green,outerwear,denim,8,0.264165,0.222715,0.685824,0.390901,0.279312,0.250501,0.15199,0.122953,0.744601,4.0,8.0,-0.866025,-0.5,three_months
Denim Outerwear #02828,green,outerwear,denim,9,0.264165,0.222715,0.685824,0.390901,0.250501,0.15199,0.122953,1.0,0.789884,3.0,9.0,-1.0,-0.0,three_months
Denim Outerwear #02829,green,outerwear,denim,10,0.264165,0.222715,0.685824,0.390901,0.15199,0.122953,1.0,0.805616,0.3759,2.0,10.0,-0.866025,0.5,next_month
Denim Outerwear #02830,green,outerwear,denim,11,0.264165,0.222715,0.685824,0.390901,0.122953,1.0,0.805616,0.744601,0.366318,1.0,11.0,-0.5,0.866025,next_week
Denim Outerwear #02831,green,outerwear,denim,12,0.264165,0.222715,0.685824,0.390901,1.0,0.805616,0.744601,0.789884,0.170826,0.0,0.0,-0.0,1.0,current
Knit Outerwear #02832,green,outerwear,knit,1,0.264165,0.222715,0.162334,0.216405,0.870893,1.0,0.458161,0.164293,0.236357,1.0,11.0,0.5,0.866025,next_week
Knit Outerwear #02833,green,outerwear,knit,2,0.264165,0.222715,0.162334,0.216405,1.0,0.458161,0.164293,0.233556,0.302882,0.0,0.0,0.866025,0.5,current
Knit Outerwear #02834,green,outerwear,knit,3,0.264165,0.222715,0.162334,0.216405,0.458161,0.164293,0.233556,0.189487,0.46566,11.0,1.0,1.0,0.0,six_months
Knit Outerwear #02835,green,outerwear,knit,4,0.264165,0.222715,0.162334,0.216405,0.164293,0.233556,0.189487,0.236357,0.295448,10.0,2.0,0.866025,-0.5,six_months
Knit Outerwear #02836,green,outerwear,knit,5,0.264165,0.222715,0.162334,0.216405,0.233556,0.189487,0.236357,0.302882,0.426431,9.0,3.0,0.5,-0.866025,six_months
Knit Outerwear #02837,green,outerwear,knit,6,0.264165,0.222715,0.162334,0.216405,0.189487,0.236357,0.302882,0.46566,0.262225,8.0,4.0,0.0,-1.0,six_months
Knit Outerwear #02838,green,outerwear,knit,7,0.264165,0.222715,0.162334,0.216405,0.236357,0.302882,0.46566,0.295448,0.870893,7.0,5.0,-0.5,-0.866025,six_months
Knit Outerwear #02839,green,outerwear,knit,8,0.264165,0.222715,0.162334,0.216405,0.302882,0.46566,0.295448,0.426431,1.0,6.0,6.0,-0.866025,-0.5,six_months
Knit Outerwear #02840,green,outerwear,knit,9,0.264165,0.222715,0.162334,0.216405,0.46566,0.295448,0.426431,0.262225,0.458161,5.0,7.0,-1.0,-0.0,six_months
Knit Outerwear #02841,green,outerwear,knit,10,0.264165,0.222715,0.162334,0.216405,0.295448,0.426431,0.262225,0.870893,0.164293,4.0,8.0,-0.866025,0.5,three_months
Knit Outerwear #02842,green,outerwear,knit,11,0.264165,0.222715,0.162334,0.216405,0.426431,0.262225,0.870893,1.0,0.233556,3.0,9.0,-0.5,0.866025,three_months
Knit Outerwear #02843,green,outerwear,knit,12,0.264165,0.222715,0.162334,0.216405,0.262225,0.870893,1.0,0.458161,0.189487,2.0,10.0,-0.0,1.0,next_month
Linen Outerwear #02856,green,outerwear,linen,1,0.264165,0.222715,0.33887,0.27525,0.17532,0.277588,0.381045,0.692542,1.0,6.0,6.0,0.5,0.866025,six_months
Linen Outerwear #02857,green,outerwear,linen,2,0.264165,0.222715,0.33887,0.27525,0.277588,0.381045,0.692542,0.55503,0.734398,5.0,7.0,0.866025,0.5,six_months
Linen Outerwear #02858,green,outerwear,linen,3,0.264165,0.222715,0.33887,0.27525,0.381045,0.692542,0.55503,0.636986,0.319891,4.0,8.0,1.0,0.0,three_months
Linen Outerwear #02859,green,outerwear,linen,4,0.264165,0.222715,0.33887,0.27525,0.692542,0.55503,0.636986,1.0,0.320741,3.0,9.0,0.866025,-0.5,three_months
Linen Outerwear #02860,green,outerwear,linen,5,0.264165,0.222715,0.33887,0.27525,0.55503,0.636986,1.0,0.734398,0.129733,2.0,10.0,0.5,-0.866025,next_month
Linen Outerwear #02861,green,outerwear,linen,6,0.264165,0.222715,0.33887,0.27525,0.636986,1.0,0.734398,0.319891,0.029446,1.0,11.0,0.0,-1.0,next_week
Linen Outerwear #02862,green,outerwear,linen,7,0.264165,0.222715,0.33887,0.27525,1.0,0.734398,0.319891,0.320741,0.17532,0.0,0.0,-0.5,-0.866025,current
Linen Outerwear #02863,green,outerwear,linen,8,0.264165,0.222715,0.33887,0.27525,0.734398,0.319891,0.320741,0.129733,0.277588,11.0,1.0,-0.866025,-0.5,six_months
Linen Outerwear #02864,green,outerwear,linen,9,0.264165,0.222715,0.33887,0.27525,0.319891,0.320741,0.129733,0.029446,0.381045,10.0,2.0,-1.0,-0.0,six_months
Linen Outerwear #02865,green,outerwear,linen,10,0.264165,0.222715,0.33887,0.27525,0.320741,0.129733,0.029446,0.17532,0.692542,9.0,3.0,-0.866025,0.5,six_months
Linen Outerwear #02866,green,outerwear,linen,11,0.264165,0.222715,0.33887,0.27525,0.129733,0.029446,0.17532,0.277588,0.55503,8.0,4.0,-0.5,0.866025,six_months
Linen Outerwear #02867,green,outerwear,linen,12,0.264165,0.222715,0.33887,0.27525,0.029446,0.17532,0.277588,0.381045,0.636986,7.0,5.0,-0.0,1.0,six_months
Polyester Outerwear #02868,green,outerwear,polyester,1,0.264165,0.222715,0.20331,0.230063,0.950487,0.90533,0.444499,0.147944,0.180893,11.0,1.0,0.5,0.866025,six_months
Polyester Outerwear #02869,green,outerwear,polyester,2,0.264165,0.222715,0.20331,0.230063,0.90533,0.444499,0.147944,0.080597,0.665479,10.0,2.0,0.866025,0.5,six_months
Polyester Outerwear #02870,green,outerwear,polyester,3,0.264165,0.222715,0.20331,0.230063,0.444499,0.147944,0.080597,0.067674,0.526549,9.0,3.0,1.0,0.0,six_months
Polyester Outerwear #02871,green,outerwear,polyester,4,0.264165,0.222715,0.20331,0.230063,0.147944,0.080597,0.067674,0.180893,0.640842,8.0,4.0,0.866025,-0.5,six_months
Polyester Outerwear #02872,green,outerwear,polyester,5,0.264165,0.222715,0.20331,0.230063,0.080597,0.067674,0.180893,0.665479,0.557219,7.0,5.0,0.5,-0.866025,six_months
Polyester Outerwear #02873,green,outerwear,polyester,6,0.264165,0.222715,0.20331,0.230063,0.067674,0.180893,0.665479,0.526549,1.0,6.0,6.0,0.0,-1.0,six_months
Polyester Outerwear #02874,green,outerwear,polyester,7,0.264165,0.222715,0.20331,0.230063,0.180893,0.665479,0.526549,0.640842,0.950487,5.0,7.0,-0.5,-0.866025,six_months
Polyester Outerwear #02875,green,outerwear,polyester,8,0.264165,0.222715,0.20331,0.230063,0.665479,0.526549,0.640842,0.557219,0.90533,4.0,8.0,-0.866025,-0.5,three_months
Polyester Outerwear #02876,green,outerwear,polyester,9,0.264165,0.222715,0.20331,0.230063,0.526549,0.640842,0.557219,1.0,0.444499,3.0,9.0,-1.0,-0.0,three_months
Polyester Outerwear #02877,green,outerwear,polyester,10,0.264165,0.222715,0.20331,0.230063,0.640842,0.557219,1.0,0.950487,0.147944,2.0,10.0,-0.866025,0.5,next_month
Polyester Outerwear #02878,green,outerwear,polyester,11,0.264165,0.222715,0.20331,0.230063,0.557219,1.0,0.950487,0.90533,0.080597,1.0,11.0,-0.5,0.866025,next_week
Polyester Outerwear #02879,green,outerwear,polyester,12,0.264165,0.222715,0.20331,0.230063,1.0,0.950487,0.90533,0.444499,0.067674,0.0,0.0,-0.0,1.0,current
Cotton Pants #02892,green,pants,cotton,1,0.264165,0.542952,0.787792,0.531636,0.538448,0.433499,1.0,0.914767,0.305095,2.0,10.0,0.5,0.866025,next_month
Cotton Pants #02893,green,pants,cotton,2,0.264165,0.542952,0.787792,0.531636,0.433499,1.0,0.914767,0.298147,0.747488,1.0,11.0,0.866025,0.5,next_week
Cotton Pants #02894,green,pants,cotton,3,0.264165,0.542952,0.787792,0.531636,1.0,0.914767,0.298147,0.242555,0.673115,0.0,0.0,1.0,0.0,current
Cotton Pants #02895,green,pants,cotton,4,0.264165,0.542952,0.787792,0.531636,0.914767,0.298147,0.242555,0.305095,0.588157,11.0,1.0,0.866025,-0.5,six_months
Cotton Pants #02896,green,pants,cotton,5,0.264165,0.542952,0.787792,0.531636,0.298147,0.242555,0.305095,0.747488,0.359452,10.0,2.0,0.5,-0.866025,six_months
Cotton Pants #02897,green,pants,cotton,6,0.264165,0.542952,0.787792,0.531636,0.242555,0.305095,0.747488,0.673115,0.358288,9.0,3.0,0.0,-1.0,six_months
Cotton Pants #02898,green,pants,cotton,7,0.264165,0.542952,0.787792,0.531636,0.305095,0.747488,0.673115,0.588157,0.538448,8.0,4.0,-0.5,-0.866025,six_months
Cotton Pants #02899,green,pants,cotton,8,0.264165,0.542952,0.787792,0.531636,0.747488,0.673115,0.588157,0.359452,0.433499,7.0,5.0,-0.866025,-0.5,six_months
Cotton Pants #02900,green,pants,cotton,9,0.264165,0.542952,0.787792,0.531636,0.673115,0.588157,0.359452,0.358288,1.0,6.0,6.0,-1.0,-0.0,six_months
Cotton Pants #02901,green,pants,cotton,10,0.264165,0.542952,0.787792,0.531636,0.588157,0.359452,0.358288,0.538448,0.914767,5.0,7.0,-0.866025,0.5,six_months
Cotton Pants #02902,green,pants,cotton,11,0.264165,0.542952,0.787792,0.531636,0.359452,0.358288,0.538448,0.433499,0.298147,4.0,8.0,-0.5,0.866025,three_months
Cotton Pants #02903,green,pants,cotton,12,0.264165,0.542952,0.787792,0.531636,0.358288,0.538448,0.433499,1.0,0.242555,3.0,9.0,-0.0,1.0,three_months
Denim Pants #02904,green,pants,denim,1,0.264165,0.542952,0.685824,0.497647,0.593085,0.70564,1.0,0.502296,0.213441,2.0,10.0,0.5,0.866025,next_month
Denim Pants #02905,green,pants,denim,2,0.264165,0.542952,0.685824,0.497647,0.70564,1.0,0.502296,0.396746,0.214123,1.0,11.0,0.866025,0.5,next_week
Denim Pants #02906,green,pants,denim,3,0.264165,0.542952,0.685824,0.497647,1.0,0.502296,0.396746,0.248991,0.265354,0.0,0.0,1.0,0.0,current
Denim Pants #02907,green,pants,denim,4,0.264165,0.542952,0.685824,0.497647,0.502296,0.396746,0.248991,0.213441,0.743206,11.0,1.0,0.866025,-0.5,six_months
Denim Pants #02908,green,pants,denim,5,0.264165,0.542952,0.685824,0.497647,0.396746,0.248991,0.213441,0.214123,0.213865,10.0,2.0,0.5,-0.866025,six_months
Denim Pants #02909,green,pants,denim,6,0.264165,0.542952,0.685824,0.497647,0.248991,0.213441,0.214123,0.265354,0.288179,9.0,3.0,0.0,-1.0,six_months
Denim Pants #02910,green,pants,denim,7,0.264165,0.542952,0.685824,0.497647,0.213441,0.214123,0.265354,0.743206,0.593085,8.0,4.0,-0.5,-0.866025,six_months
Denim Pants #02911,green,pants,denim,8,0.264165,0.542952,0.685824,0.497647,0.214123,0.265354,0.743206,0.213865,0.70564,7.0,5.0,-0.866025,-0.5,six_months
Denim Pants #02912,green,pants,denim,9,0.264165,0.542952,0.685824,0.497647,0.265354,0.743206,0.213865,0.288179,1.0,6.0,6.0,-1.0,-0.0,six_months
Denim Pants #02913,green,pants,denim,10,0.264165,0.542952,0.685824,0.497647,0.743206,0.213865,0.288179,0.593085,0.502296,5.0,7.0,-0.866025,0.5,six_months
Denim Pants #02914,green,pants,denim,11,0.264165,0.542952,0.685824,0.497647,0.213865,0.288179,0.593085,0.70564,0.396746,4.0,8.0,-0.5,0.866025,three_months
Denim Pants #02915,green,pants,denim,12,0.264165,0.542952,0.685824,0.497647,0.288179,0.593085,0.70564,1.0,0.248991,3.0,9.0,-0.0,1.0,three_months
Knit Pants #02916,green,pants,knit,1,0.264165,0.542952,0.162334,0.32315,0.95502,0.853184,0.725229,0.614786,0.905023,5.0,7.0,0.5,0.866025,six_months
Knit Pants #02917,green,pants,knit,2,0.264165,0.542952,0.162334,0.32315,0.853184,0.725229,0.614786,0.961635,0.528647,4.0,8.0,0.866025,0.5,three_months
Knit Pants #02918,green,pants,knit,3,0.264165,0.542952,0.162334,0.32315,0.725229,0.614786,0.961635,1.0,0.252719,3.0,9.0,1.0,0.0,three_months
Knit Pants #02919,green,pants,knit,4,0.264165,0.542952,0.162334,0.32315,0.614786,0.961635,1.0,0.905023,0.325602,2.0,10.0,0.866025,-0.5,next_month
Knit Pants #02920,green,pants,knit,5,0.264165,0.542952,0.162334,0.32315,0.961635,1.0,0.905023,0.528647,0.582581,1.0,11.0,0.5,-0.866025,next_week
Knit Pants #02921,green,pants,knit,6,0.264165,0.542952,0.162334,0.32315,1.0,0.905023,0.528647,0.252719,0.726199,0.0,0.0,0.0,-1.0,current
Knit Pants #02922,green,pants,knit,7,0.264165,0.542952,0.162334,0.32315,0.905023,0.528647,0.252719,0.325602,0.95502,11.0,1.0,-0.5,-0.866025,six_months
Knit Pants #02923,green,pants,knit,8,0.264165,0.542952,0.162334,0.32315,0.528647,0.252719,0.325602,0.582581,0.853184,10.0,2.0,-0.866025,-0.5,six_months
Knit Pants #02924,green,pants,knit,9,0.264165,0.542952,0.162334,0.32315,0.252719,0.325602,0.582581,0.726199,0.725229,9.0,3.0,-1.0,-0.0,six_months
Knit Pants #02925,green,pants,knit,10,0.264165,0.542952,0.162334,0.32315,0.325602,0.582581,0.726199,0.95502,0.614786,8.0,4.0,-0.866025,0.5,six_months
Knit Pants #02926,green,pants,knit,11,0.264165,0.542952,0.162334,0.32315,0.582581,0.726199,0.95502,0.853184,0.961635,7.0,5.0,-0.5,0.866025,six_months
Knit Pants #02927,green,pants,knit,12,0.264165,0.542952,0.162334,0.32315,0.726199,0.95502,0.853184,0.725229,1.0,6.0,6.0,-0.0,1.0,six_months
Leather Pants #02928,green,pants,leather,1,0.264165,0.542952,0.139401,0.315506,0.260417,0.287147,0.23782,0.078677,0.030222,9.0,3.0,0.5,0.866025,six_months
Leather Pants #02929,green,pants,leather,2,0.264165,0.542952,0.139401,0.315506,0.287147,0.23782,0.078677,0.046922,0.122029,8.0,4.0,0.866025,0.5,six_months
Leather Pants #02930,green,pants,leather,3,0.264165,0.542952,0.139401,0.315506,0.23782,0.078677,0.046922,0.032723,0.478996,7.0,5.0,1.0,0.0,six_months
Leather Pants #02931,green,pants,leather,4,0.264165,0.542952,0.139401,0.315506,0.078677,0.046922,0.032723,0.030222,1.0,6.0,6.0,0.866025,-0.5,six_months
Leather Pants #02932,green,pants,leather,5,0.264165,0.542952,0.139401,0.315506,0.046922,0.032723,0.030222,0.122029,0.702956,5.0,7.0,0.5,-0.866025,six_months
Leather Pants #02933,green,pants,leather,6,0.264165,0.542952,0.139401,0.315506,0.032723,0.030222,0.122029,0.478996,0.658465,4.0,8.0,0.0,-1.0,three_months
Leather Pants #02934,green,pants,leather,7,0.264165,0.542952,0.139401,0.315506,0.030222,0.122029,0.478996,1.0,0.260417,3.0,9.0,-0.5,-0.866025,three_months
Leather Pants #02935,green,pants,leather,8,0.264165,0.542952,0.139401,0.315506,0.122029,0.478996,1.0,0.702956,0.287147,2.0,10.0,-0.866025,-0.5,next_month
Leather Pants #02936,green,pants,leather,9,0.264165,0.542952,0.139401,0.315506,0.478996,1.0,0.702956,0.658465,0.23782,1.0,11.0,-1.0,-0.0,next_week
Leather Pants #02937,green,pants,leather,10,0.264165,0.542952,0.139401,0.315506,1.0,0.702956,0.658465,0.260417,0.078677,0.0,0.0,-0.866025,0.5,current
Leather Pants #02938,green,pants,leather,11,0.264165,0.542952,0.139401,0.315506,0.702956,0.658465,0.260417,0.287147,0.046922,11.0,1.0,-0.5,0.866025,six_months
Leather Pants #02939,green,pants,leather,12,0.264165,0.542952,0.139401,0.315506,0.658465,0.260417,0.287147,0.23782,0.032723,10.0,2.0,-0.0,1.0,six_months
Linen Pants #02940,green,pants,linen,1,0.264165,0.542952,0.33887,0.381996,0.180428,0.058194,0.258709,1.0,0.505816,3.0,9.0,0.5,0.866025,three_months
Linen Pants #02941,green,pants,linen,2,0.264165,0.542952,0.33887,0.381996,0.058194,0.258709,1.0,0.803646,0.530446,2.0,10.0,0.866025,0.5,next_month
Linen Pants #02942,green,pants,linen,3,0.264165,0.542952,0.33887,0.381996,0.258709,1.0,0.803646,0.664865,0.214131,1.0,11.0,1.0,0.0,next_week
Linen Pants #02943,green,pants,linen,4,0.264165,0.542952,0.33887,0.381996,1.0,0.803646,0.664865,0.505816,0.142885,0.0,0.0,0.866025,-0.5,current
Linen Pants #02944,green,pants,linen,5,0.264165,0.542952,0.33887,0.381996,0.803646,0.664865,0.505816,0.530446,0.08975,11.0,1.0,0.5,-0.866025,six_months
Linen Pants #02945,green,pants,linen,6,0.264165,0.542952,0.33887,0.381996,0.664865,0.505816,0.530446,0.214131,0.16667,10.0,2.0,0.0,-1.0,six_months
Linen Pants #02946,green,pants,linen,7,0.264165,0.542952,0.33887,0.381996,0.505816,0.530446,0.214131,0.142885,0.180428,9.0,3.0,-0.5,-0.866025,six_months
Linen Pants #02947,green,pants,linen,8,0.264165,0.542952,0.33887,0.381996,0.530446,0.214131,0.142885,0.08975,0.058194,8.0,4.0,-0.866025,-0.5,six_months
Linen Pants #02948,green,pants,linen,9,0.264165,0.542952,0.33887,0.381996,0.214131,0.142885,0.08975,0.16667,0.258709,7.0,5.0,-1.0,-0.0,six_months
Linen Pants #02949,green,pants,linen,10,0.264165,0.542952,0.33887,0.381996,0.142885,0.08975,0.16667,0.180428,1.0,6.0,6.0,-0.866025,0.5,six_months
Linen Pants #02950,green,pants,linen,11,0.264165,0.542952,0.33887,0.381996,0.08975,0.16667,0.180428,0.058194,0.803646,5.0,7.0,-0.5,0.866025,six_months
Linen Pants #02951,green,pants,linen,12,0.264165,0.542952,0.33887,0.381996,0.16667,0.180428,0.058194,0.258709,0.664865,4.0,8.0,-0.0,1.0,three_months
Polyester Pants #02952,green,pants,polyester,1,0.264165,0.542952,0.20331,0.336809,0.492514,0.354092,0.314469,0.383505,0.336515,7.0,5.0,0.5,0.866025,six_months
Polyester Pants #02953,green,pants,polyester,2,0.264165,0.542952,0.20331,0.336809,0.354092,0.314469,0.383505,0.402398,1.0,6.0,6.0,0.866025,0.5,six_months
Polyester Pants #02954,green,pants,polyester,3,0.264165,0.542952,0.20331,0.336809,0.314469,0.383505,0.402398,0.345059,0.733765,5.0,7.0,1.0,0.0,six_months
Polyester Pants #02955,green,pants,polyester,4,0.264165,0.542952,0.20331,0.336809,0.383505,0.402398,0.345059,0.336515,0.115518,4.0,8.0,0.866025,-0.5,three_months
Polyester Pants #02956,green,pants,polyester,5,0.264165,0.542952,0.20331,0.336809,0.402398,0.345059,0.336515,1.0,0.256548,3.0,9.0,0.5,-0.866025,three_months
Polyester Pants #02957,green,pants,polyester,6,0.264165,0.542952,0.20331,0.336809,0.345059,0.336515,1.0,0.733765,0.27314,2.0,10.0,0.0,-1.0,next_month
Polyester Pants #02958,green,pants,polyester,7,0.264165,0.542952,0.20331,0.336809,0.336515,1.0,0.733765,0.115518,0.492514,1.0,11.0,-0.5,-0.866025,next_week
Polyester Pants #02959,green,pants,polyester,8,0.264165,0.542952,0.20331,0.336809,1.0,0.733765,0.115518,0.256548,0.354092,0.0,0.0,-0.866025,-0.5,current
Polyester Pants #02960,green,pants,polyester,9,0.264165,0.542952,0.20331,0.336809,0.733765,0.115518,0.256548,0.27314,0.314469,11.0,1.0,-1.0,-0.0,six_months
Polyester Pants #02961,green,pants,polyester,10,0.264165,0.542952,0.20331,0.336809,0.115518,0.256548,0.27314,0.492514,0.383505,10.0,2.0,-0.866025,0.5,six_months
Polyester Pants #02962,green,pants,polyester,11,0.264165,0.542952,0.20331,0.336809,0.256548,0.27314,0.492514,0.354092,0.402398,9.0,3.0,-0.5,0.866025,six_months
Polyester Pants #02963,green,pants,polyester,12,0.264165,0.542952,0.20331,0.336809,0.27314,0.492514,0.354092,0.314469,0.345059,8.0,4.0,-0.0,1.0,six_months
Silk Pants #02964,green,pants,silk,1,0.264165,0.542952,0.183409,0.330175,0.548417,0.798445,0.798218,0.513393,0.916074,7.0,5.0,0.5,0.866025,six_months
Silk Pants #02965,green,pants,silk,2,0.264165,0.542952,0.183409,0.330175,0.798445,0.798218,0.513393,0.496015,1.0,6.0,6.0,0.866025,0.5,six_months
Silk Pants #02966,green,pants,silk,3,0.264165,0.542952,0.183409,0.330175,0.798218,0.513393,0.496015,0.262214,0.18759,5.0,7.0,1.0,0.0,six_months
Silk Pants #02967,green,pants,silk,4,0.264165,0.542952,0.183409,0.330175,0.513393,0.496015,0.262214,0.916074,0.382871,4.0,8.0,0.866025,-0.5,three_months
Silk Pants #02968,green,pants,silk,5,0.264165,0.542952,0.183409,0.330175,0.496015,0.262214,0.916074,1.0,0.516415,3.0,9.0,0.5,-0.866025,three_months
Silk Pants #02969,green,pants,silk,6,0.264165,0.542952,0.183409,0.330175,0.262214,0.916074,1.0,0.18759,0.201538,2.0,10.0,0.0,-1.0,next_month
Silk Pants #02970,green,pants,silk,7,0.264165,0.542952,0.183409,0.330175,0.916074,1.0,0.18759,0.382871,0.548417,1.0,11.0,-0.5,-0.866025,next_week
Silk Pants #02971,green,pants,silk,8,0.264165,0.542952,0.183409,0.330175,1.0,0.18759,0.382871,0.516415,0.798445,0.0,0.0,-0.866025,-0.5,current
Silk Pants #02972,green,pants,silk,9,0.264165,0.542952,0.183409,0.330175,0.18759,0.382871,0.516415,0.201538,0.798218,11.0,1.0,-1.0,-0.0,six_months
Silk Pants #02973,green,pants,silk,10,0.264165,0.542952,0.183409,0.330175,0.382871,0.516415,0.201538,0.548417,0.513393,10.0,2.0,-0.866025,0.5,six_months
