split,item_name,color,category,material,color_current,category_current,material_current,avg_current,best_timeframe
train,Knit Accessories #0606,gray,accessories,knit,0.757458,0.794868,0.470049,0.674125,current
train,Silk Shoes #0607,pink,shoes,silk,0.735026,0.107436,0.923628,0.588697,next_week
train,Leather Outerwear #0608,white,outerwear,leather,0.444991,0.549126,0.225175,0.406431,next_month
train,Wool Accessories #0609,red,accessories,wool,0.677631,0.794868,0.853809,0.775436,current
train,Denim Accessories #0610,pink,accessories,denim,0.735026,0.794868,0.732279,0.754058,current
train,Knit Pants #0611,pink,pants,knit,0.735026,0.884088,0.470049,0.696388,next_week
train,Polyester Skirt #0612,pink,skirt,polyester,0.735026,0.790485,0.750545,0.758685,current
train,Linen Accessories #0613,brown,accessories,linen,0.455347,0.794868,0.369073,0.539763,next_week
train,Leather Dress #0614,red,dress,leather,0.677631,0.449073,0.225175,0.450626,next_month
train,Leather Pants #0615,white,pants,leather,0.444991,0.884088,0.225175,0.518085,next_week
train,Denim Pants #0616,blue,pants,denim,0.822738,0.884088,0.732279,0.813035,current
train,Polyester Accessories #0617,red,accessories,polyester,0.677631,0.794868,0.750545,0.741015,current
train,Wool Dress #0618,pink,dress,wool,0.735026,0.449073,0.853809,0.679303,current
train,Leather Shorts #0619,beige,shorts,leather,0.92806,0.629479,0.225175,0.594238,next_week
train,Silk Dress #0620,gray,dress,silk,0.757458,0.449073,0.923628,0.710053,current
train,Linen Accessories #0621,brown,accessories,linen,0.455347,0.794868,0.369073,0.539763,next_week
train,Silk Tops #0622,red,tops,silk,0.677631,0.254515,0.923628,0.618591,next_week
train,Silk Accessories #0623,purple,accessories,silk,0.383718,0.794868,0.923628,0.700738,current
train,Silk Shoes #0624,red,shoes,silk,0.677631,0.107436,0.923628,0.569565,next_week
train,Linen Tops #0625,brown,tops,linen,0.455347,0.254515,0.369073,0.359645,next_month
train,Wool Shoes #0626,pink,shoes,wool,0.735026,0.107436,0.853809,0.565424,next_week
train,Polyester Accessories #0627,blue,accessories,polyester,0.822738,0.794868,0.750545,0.789384,current
train,Polyester Shoes #0628,purple,shoes,polyester,0.383718,0.107436,0.750545,0.4139,next_month
train,Linen Outerwear #0629,purple,outerwear,linen,0.383718,0.549126,0.369073,0.433972,next_month
train,Polyester Outerwear #0630,red,outerwear,polyester,0.677631,0.549126,0.750545,0.659101,current
train,Knit Accessories #0631,gray,accessories,knit,0.757458,0.794868,0.470049,0.674125,current
train,Cotton Shoes #0632,gray,shoes,cotton,0.757458,0.107436,0.618498,0.494464,next_month
train,Silk Pants #0633,beige,pants,silk,0.92806,0.884088,0.923628,0.911925,current
train,Wool Skirt #0634,black,skirt,wool,0.74656,0.790485,0.853809,0.796951,current
train,Knit Shorts #0635,black,shorts,knit,0.74656,0.629479,0.470049,0.615363,next_week
train,Denim Pants #0636,black,pants,denim,0.74656,0.884088,0.732279,0.787642,current
train,Leather Accessories #0637,beige,accessories,leather,0.92806,0.794868,0.225175,0.649368,next_week
train,Cotton Shorts #0638,white,shorts,cotton,0.444991,0.629479,0.618498,0.564323,next_week
train,Cotton Accessories #0639,blue,accessories,cotton,0.822738,0.794868,0.618498,0.745368,current
train,Leather Outerwear #0640,green,outerwear,leather,0.13476,0.549126,0.225175,0.30302,three_months
train,Knit Pants #0641,brown,pants,knit,0.455347,0.884088,0.470049,0.603161,next_week
train,Wool Shoes #0642,blue,shoes,wool,0.822738,0.107436,0.853809,0.594661,next_week
train,Linen Shoes #0643,gray,shoes,linen,0.757458,0.107436,0.369073,0.411322,next_month
train,Knit Outerwear #0644,purple,outerwear,knit,0.383718,0.549126,0.470049,0.467631,next_month
train,Linen Accessories #0645,gray,accessories,linen,0.757458,0.794868,0.369073,0.640466,next_week
train,Denim Shoes #0646,white,shoes,denim,0.444991,0.107436,0.732279,0.428235,next_month
train,Knit Shoes #0647,blue,shoes,knit,0.822738,0.107436,0.470049,0.466741,next_month
train,Wool Shorts #0648,purple,shorts,wool,0.383718,0.629479,0.853809,0.622335,next_week
train,Wool Outerwear #0649,blue,outerwear,wool,0.822738,0.549126,0.853809,0.741891,current
train,Leather Dress #0650,black,dress,leather,0.74656,0.449073,0.225175,0.473603,next_month
train,Leather Pants #0651,green,pants,leather,0.13476,0.884088,0.225175,0.414674,next_month
train,Knit Tops #0652,navy,tops,knit,0.165302,0.254515,0.470049,0.296622,three_months
train,Polyester Shoes #0653,navy,shoes,polyester,0.165302,0.107436,0.750545,0.341094,three_months
train,Silk Tops #0654,pink,tops,silk,0.735026,0.254515,0.923628,0.637723,next_week
train,Linen Tops #0655,beige,tops,linen,0.92806,0.254515,0.369073,0.517216,next_week
train,Denim Outerwear #0656,black,outerwear,denim,0.74656,0.549126,0.732279,0.675988,current
train,Denim Accessories #0657,green,accessories,denim,0.13476,0.794868,0.732279,0.553969,next_week
train,Polyester Shoes #0658,beige,shoes,polyester,0.92806,0.107436,0.750545,0.595347,next_week
train,Knit Pants #0659,green,pants,knit,0.13476,0.884088,0.470049,0.496299,next_month
train,Polyester Outerwear #0660,black,outerwear,polyester,0.74656,0.549126,0.750545,0.682077,current
train,Cotton Accessories #0661,purple,accessories,cotton,0.383718,0.794868,0.618498,0.599028,next_week
train,Polyester Dress #0662,navy,dress,polyester,0.165302,0.449073,0.750545,0.454973,next_month
train,Leather Skirt #0663,brown,skirt,leather,0.455347,0.790485,0.225175,0.490336,next_month
train,Knit Shorts #0664,white,shorts,knit,0.444991,0.629479,0.470049,0.51484,next_week
train,Linen Skirt #0665,brown,skirt,linen,0.455347,0.790485,0.369073,0.538302,next_week
train,Cotton Outerwear #0666,red,outerwear,cotton,0.677631,0.549126,0.618498,0.615085,next_week
train,Wool Outerwear #0667,beige,outerwear,wool,0.92806,0.549126,0.853809,0.776998,current
train,Polyester Dress #0668,green,dress,polyester,0.13476,0.449073,0.750545,0.444793,next_month
train,Wool Pants #0669,gray,pants,wool,0.757458,0.884088,0.853809,0.831785,current
train,Cotton Dress #0670,navy,dress,cotton,0.165302,0.449073,0.618498,0.410958,next_month
train,Denim Tops #0671,navy,tops,denim,0.165302,0.254515,0.732279,0.384032,next_month
train,Cotton Skirt #0672,beige,skirt,cotton,0.92806,0.790485,0.618498,0.779014,current
train,Denim Accessories #0673,pink,accessories,denim,0.735026,0.794868,0.732279,0.754058,current
train,Polyester Outerwear #0674,brown,outerwear,polyester,0.455347,0.549126,0.750545,0.585006,next_week
train,Linen Pants #0675,blue,pants,linen,0.822738,0.884088,0.369073,0.691966,current
train,Polyester Accessories #0676,purple,accessories,polyester,0.383718,0.794868,0.750545,0.643044,next_week
train,Silk Dress #0677,navy,dress,silk,0.165302,0.449073,0.923628,0.512668,next_week
train,Cotton Tops #0678,black,tops,cotton,0.74656,0.254515,0.618498,0.539858,next_week
train,Silk Pants #0679,purple,pants,silk,0.383718,0.884088,0.923628,0.730478,current
train,Wool Pants #0680,red,pants,wool,0.677631,0.884088,0.853809,0.805176,current
train,Linen Skirt #0681,blue,skirt,linen,0.822738,0.790485,0.369073,0.660765,current
train,Knit Outerwear #0682,beige,outerwear,knit,0.92806,0.549126,0.470049,0.649078,next_week
train,Cotton Dress #0683,gray,dress,cotton,0.757458,0.449073,0.618498,0.608343,next_week
train,Cotton Outerwear #0684,brown,outerwear,cotton,0.455347,0.549126,0.618498,0.54099,next_week
train,Denim Tops #0685,brown,tops,denim,0.455347,0.254515,0.732279,0.480714,next_month
train,Silk Shoes #0686,navy,shoes,silk,0.165302,0.107436,0.923628,0.398789,next_month
train,Leather Skirt #0687,red,skirt,leather,0.677631,0.790485,0.225175,0.56443,next_week
train,Wool Shorts #0688,purple,shorts,wool,0.383718,0.629479,0.853809,0.622335,next_week
train,Silk Pants #0689,white,pants,silk,0.444991,0.884088,0.923628,0.750902,current
train,Silk Shoes #0690,black,shoes,silk,0.74656,0.107436,0.923628,0.592541,next_week
train,Silk Shoes #0691,black,shoes,silk,0.74656,0.107436,0.923628,0.592541,next_week
train,Cotton Shorts #0692,purple,shorts,cotton,0.383718,0.629479,0.618498,0.543898,next_week
train,Cotton Shoes #0693,black,shoes,cotton,0.74656,0.107436,0.618498,0.490831,next_month
train,Cotton Skirt #0694,navy,skirt,cotton,0.165302,0.790485,0.618498,0.524762,next_week
train,Leather Accessories #0695,purple,accessories,leather,0.383718,0.794868,0.225175,0.46792,next_month
train,Silk Accessories #0696,beige,accessories,silk,0.92806,0.794868,0.923628,0.882185,current
train,Leather Outerwear #0697,navy,outerwear,leather,0.165302,0.549126,0.225175,0.313201,three_months
train,Linen Skirt #0698,brown,skirt,linen,0.455347,0.790485,0.369073,0.538302,next_week
train,Wool Skirt #0699,black,skirt,wool,0.74656,0.790485,0.853809,0.796951,current
